id,sentence,script_type,char_pinyin_pairs,english_translation,sentence_hsk_level
52246,她因病不能出席會議。,traditional,她:ta1|因:yin1|病:bing4|不:bu4|能:neng2|出:chu1|席:xi2|會:hui4|議:yi4|。:,She couldn't attend the meeting due to illness.,4
52247,有人付給他10000美圓。,traditional,有:you3|人:ren2|付:fu4|給:gei3|他:ta1|10000:|美:mei3|圓:yuan2|。:,"Someone paid him 10,000 US dollars.",4
52248,他想的都不會實現。,traditional,他:ta1|想:xiang3|的:de|都:dou1|不:bu4|會:hui4|實:shi2|現:xian4|。:,None of his thoughts will come true.,2
52249,她可以同時做這兩件事。,traditional,她:ta1|可:ke3|以:yi3|同:tong2|時:shi2|做:zuo4|這:zhe4|兩:liang3|件:jian4|事:shi4|。:,She can do both things at the same time.,2
52250,她錯過了最後期限。,traditional,她:ta1|錯:cuo4|過:guo4|了:le|最:zui4|後:hou4|期:qi1|限:xian4|。:,She missed the deadline.,4
52251,她打破了世界紀錄。,traditional,她:ta1|打:da3|破:po4|了:le|世:shi4|界:jie4|紀:ji4|錄:lu4|。:,She broke the world record.,3
52252,他向我施壓。,traditional,他:ta1|向:xiang4|我:wo3|施:shi1|壓:ya1|。:,He is putting pressure on me.,4
52253,我和她是兄妹。,neutral,我:wo3|和:he2|她:ta1|是:shi4|兄:xiong1|妹:mei4|。:,She and I are siblings.,4
52254,她和我是姐弟。,neutral,她:ta1|和:he2|我:wo3|是:shi4|姐:jie3|弟:di4|。:,She and I are brother and sister.,1
52255,我有箇好東西給你。,traditional,我:wo3|有:you3|箇:ge4|好:hao3|東:dong1|西:xi1|給:gei3|你:ni3|。:,I have something nice for you.,beyond-hsk
52256,要是有東西壞了呢？,traditional,要:yao4|是:shi4|有:you3|東:dong1|西:xi1|壞:huai4|了:le|呢:ne|？:,What if something breaks?,1
52257,那里有多少队伍？,simplified,那:na4|里:li3|有:you3|多:duo1|少:shao3|队:dui4|伍:wu3|？:,How many teams are there?,6
52258,那家伙是谁？,simplified,那:na4|家:jia1|伙:huo|是:shi4|谁:shei2|？:,Who is that guy?,4
52259,你比玛丽可爱。,simplified,你:ni3|比:bi3|玛:ma3|丽:li4|可:ke3|爱:ai4|。:,You are cuter than Mary.,beyond-hsk
52260,我要输了。,simplified,我:wo3|要:yao4|输:shu1|了:le|。:,I'm going to lose.,3
52261,我得给汤姆打电话。,simplified,我:wo3|得:de2|给:gei3|汤:tang1|姆:mu3|打:da3|电:dian4|话:hua4|。:,I need to call Tom.,7-9
52262,我认为我的法语不太好。,simplified,我:wo3|认:ren4|为:wei2|我:wo3|的:de|法:fa3|语:yu3|不:bu4|太:tai4|好:hao3|。:,I don't think my French is very good.,2
52263,我不会再回来了。,simplified,我:wo3|不:bu2|会:hui4|再:zai4|回:hui2|来:lai2|了:le|。:,I won't be coming back.,1
52264,汤姆可能知道我是谁。,simplified,汤:tang1|姆:mu3|可:ke3|能:neng2|知:zhi1|道:dao4|我:wo3|是:shi4|谁:shei2|。:,Tom might know who I am.,7-9
52265,你丈夫叫什么？,neutral,你:ni3|丈:zhang4|夫:fu1|叫:jiao4|什:shen2|么:me|？:,What is your husband's name?,4
52266,我要告诉汤姆。,simplified,我:wo3|要:yao4|告:gao4|诉:su4|汤:tang1|姆:mu3|。:,I am going to tell Tom.,7-9
52267,研討會怎麼樣？,traditional,研:yan2|討:tao3|會:hui4|怎:zen3|麼:me|樣:yang4|？:,How was the seminar?,4
52268,你本來能答上那箇問題。,traditional,你:ni3|本:ben3|來:lai2|能:neng2|答:da2|上:shang4|那:na4|箇:ge4|問:wen4|題:ti2|。:,You could have answered that question.,beyond-hsk
52269,湯姆又做了一次。,traditional,湯:tang1|姆:mu3|又:you4|做:zuo4|了:le|一:yi1|次:ci4|。:,Tom did it again.,7-9
52270,我有什么口音？,neutral,我:wo3|有:you3|什:shen2|么:me|口:kou3|音:yin1|？:,What accent do I have?,2
52271,汤姆恨蜘蛛。,simplified,汤:tang1|姆:mu3|恨:hen4|蜘:zhi1|蛛:zhu1|。:,Tom hates spiders.,beyond-hsk
52272,我一生中从没见过那么多血。,simplified,我:wo3|一:yi1|生:sheng1|中:zhong1|从:cong2|没:mei2|见:jian4|过:guo4|那:na4|么:me|多:duo1|血:xue4|。:,I've never seen so much blood in my life.,3
52273,你认为他们是谁？,simplified,你:ni3|认:ren4|为:wei2|他:ta1|们:men|是:shi4|谁:shei2|？:,Who do you think they are?,2
52274,汤姆自从2003年就住在这里。,simplified,汤:tang1|姆:mu3|自:zi4|从:cong2|2003:|年:nian2|就:jiu4|住:zhu4|在:zai4|这:zhe4|里:li3|。:,Tom has lived here since 2003.,7-9
52275,当我第一次回波士顿时，我真是孤独。,simplified,当:dang1|我:wo3|第:di4|一:yi1|次:ci4|回:hui2|波:bo1|士:shi4|顿:dun4|时:shi2|，:|我:wo3|真:zhen1|是:shi4|孤:gu1|独:du2|。:,I felt so lonely when I first returned to Boston.,6
52276,告诉他们我们要来了。,simplified,告:gao4|诉:su4|他:ta1|们:men|我:wo3|们:men|要:yao4|来:lai2|了:le|。:,Tell them we are coming.,1
52277,我们有情况了。,simplified,我:wo3|们:men|有:you3|情:qing2|况:kuang4|了:le|。:,We have a situation.,3
52278,我在你的桌子抽屉里找到了这个。,simplified,我:wo3|在:zai4|你:ni3|的:de|桌:zhuo1|子:zi|抽:chou1|屉:ti4|里:li3|找:zhao3|到:dao4|了:le|这:zhe4|个:ge|。:,I found this in your desk drawer.,7-9
52279,這個國家的天然資源很豐富。,traditional,這:zhe4|個:ge4|國:guo2|家:jia1|的:de|天:tian1|然:ran2|資:zi1|源:yuan2|很:hen3|豐:feng1|富:fu4|。:,This country has abundant natural resources.,4
52280,我吓一跳。,neutral,我:wo3|吓:xia4|一:yi1|跳:tiao4|。:,I was startled.,5
52281,我是台灣人,traditional,我:wo3|是:shi4|台:tai2|灣:wan1|人:ren2,I am Taiwanese.,6
52282,你說你想要逃，偏偏注定要落腳，情滅了愛熄了，剩下空心要不要,traditional,你:ni3|說:shuo1|你:ni3|想:xiang3|要:yao4|逃:tao2|，:|偏:pian1|偏:pian1|注:zhu4|定:ding4|要:yao4|落:luo4|腳:jiao3|，:|情:qing2|滅:mie4|了:le|愛:ai4|熄:xi1|了:le|，:|剩:sheng4|下:xia4|空:kong1|心:xin1|要:yao4|不:bu2|要:yao4,"You say you want to escape, but you are destined to settle down; love has faded and passion extinguished, leaving only emptiness.",7-9
52283,只迈一步，你就会落下悬崖。,simplified,只:zhi3|迈:mai4|一:yi1|步:bu4|，:|你:ni3|就:jiu4|会:hui4|落:la4|下:xia4|悬:xuan2|崖:ya2|。:,"Just take one step, and you will fall off the cliff.",7-9
52284,努力和敬業會讓你成功。,traditional,努:nu3|力:li4|和:he2|敬:jing4|業:ye4|會:hui4|讓:rang4|你:ni3|成:cheng2|功:gong1|。:,Hard work and dedication will lead you to success.,5
52285,我爸爸給我了箇遊戲。,traditional,我:wo3|爸:ba4|爸:ba4|給:gei3|我:wo3|了:le|箇:ge4|遊:you2|戲:xi4|。:,My dad gave me a game.,beyond-hsk
52286,她大声诅咒。,simplified,她:ta1|大:da4|声:sheng1|诅:zu3|咒:zhou4|。:,She cursed loudly.,beyond-hsk
52287,她不喜欢让自己丈夫喝醉。,simplified,她:ta1|不:bu4|喜:xi3|欢:huan1|让:rang4|自:zi4|己:ji3|丈:zhang4|夫:fu1|喝:he1|醉:zui4|。:,She doesn't like her husband to get drunk.,5
52288,发言人的评论极有攻击性。,simplified,发:fa1|言:yan2|人:ren2|的:de|评:ping2|论:lun4|极:ji2|有:you3|攻:gong1|击:ji1|性:xing4|。:,The spokesperson's comments are very aggressive.,6
52289,你能用圆珠笔写吗？,simplified,你:ni3|能:neng2|用:yong4|圆:yuan2|珠:zhu1|笔:bi3|写:xie3|吗:ma|？:,Can you write with a ballpoint pen?,5
52290,日本军队看来强大得不可阻挡。,simplified,日:ri4|本:ben3|军:jun1|队:dui4|看:kan4|来:lai2|强:qiang2|大:da4|得:de2|不:bu4|可:ke3|阻:zu3|挡:dang3|。:,The Japanese army seems strong and unstoppable.,5
52291,汤姆不想一个人走。,simplified,汤:tang1|姆:mu3|不:bu4|想:xiang3|一:yi2|个:ge4|人:ren2|走:zou3|。:,Tom doesn't want to walk alone.,7-9
52292,我從沒這麼高興過。,traditional,我:wo3|從:cong2|沒:mei2|這:zhe4|麼:me|高:gao1|興:xing4|過:guo4|。:,I've never been this happy.,1
52293,我不知道“oindre”這詞的翻譯。,traditional,我:wo3|不:bu4|知:zhi1|道:dao4|“:|oindre:|”:|這:zhe4|詞:ci2|的:de|翻:fan1|譯:yi4|。:,"I don't know the translation of the word ""oindre.""",4
52294,他喜歡在廁所裡吸煙。,traditional,他:ta1|喜:xi3|歡:huan1|在:zai4|廁:ce4|所:suo3|裡:li3|吸:xi1|煙:yan1|。:,He likes to smoke in the bathroom.,6
52295,你能同时做多少箇工作？,neutral,你:ni3|能:neng2|同:tong2|时:shi2|做:zuo4|多:duo1|少:shao3|箇:ge4|工:gong1|作:zuo4|？:,How many tasks can you do at the same time?,beyond-hsk
52296,他找工作容易。,neutral,他:ta1|找:zhao3|工:gong1|作:zuo4|容:rong2|易:yi4|。:,It's easy for him to find a job.,3
52297,湯姆幫不了，只能笑笑。,traditional,湯:tang1|姆:mu3|幫:bang1|不:bu4|了:liao3|，:|只:zhi3|能:neng2|笑:xiao4|笑:xiao4|。:,"Tom can't help, he can only smile.",7-9
52298,你們得快點。,traditional,你:ni3|們:men|得:de2|快:kuai4|點:dian3|。:,You all need to hurry up.,1
52299,沒人試試去幫湯姆。,traditional,沒:mei2|人:ren2|試:shi4|試:shi4|去:qu4|幫:bang1|湯:tang1|姆:mu3|。:,No one tries to help Tom.,7-9
52300,我曾有箇朋友叫湯姆。,traditional,我:wo3|曾:ceng2|有:you3|箇:ge4|朋:peng2|友:you3|叫:jiao4|湯:tang1|姆:mu3|。:,I once had a friend named Tom.,beyond-hsk
52301,好，對，是。,traditional,好:hao3|，:|對:dui4|，:|是:shi4|。:,"Yes, that's right.",1
52302,幹活吧。,traditional,幹:gan4|活:huo2|吧:ba|。:,Let's get to work.,2
52303,我是謙虛的。,traditional,我:wo3|是:shi4|謙:qian1|虛:xu1|的:de|。:,I am humble.,6
52304,我們被耍了。,traditional,我:wo3|們:men|被:bei4|耍:shua3|了:le|。:,We were tricked.,7-9
52305,他們受到迫害。,traditional,他:ta1|們:men|受:shou4|到:dao4|迫:po4|害:hai4|。:,They are being persecuted.,4
52306,我們得洗衣服。,traditional,我:wo3|們:men|得:de2|洗:xi3|衣:yi1|服:fu2|。:,We need to do the laundry.,1
52307,不是真的！,neutral,不:bu2|是:shi4|真:zhen1|的:de|！:,It's not true!,1
52308,我聽說他們挺好。,traditional,我:wo3|聽:ting1|說:shuo1|他:ta1|們:men|挺:ting3|好:hao3|。:,I heard they are quite good.,2
52309,我的室友真恶心。,simplified,我:wo3|的:de|室:shi4|友:you3|真:zhen1|恶:e3|心:xin1|。:,My roommate is really disgusting.,4
52310,这房间的钥匙在哪里？,simplified,这:zhe4|房:fang2|间:jian1|的:de|钥:yao4|匙:shi|在:zai4|哪:na3|里:li3|？:,Where is the key to this room?,7-9
52311,湯姆對瑪麗的回答有困惑。,traditional,湯:tang1|姆:mu3|對:dui4|瑪:ma3|麗:li4|的:de|回:hui2|答:da2|有:you3|困:kun4|惑:huo4|。:,Tom is confused by Mary's answer.,beyond-hsk
52312,我还是为那生气。,simplified,我:wo3|还:hai2|是:shi4|为:wei4|那:na4|生:sheng1|气:qi4|。:,I'm still angry about that.,2
52313,你确定你不喜欢别的东西了？,simplified,你:ni3|确:que4|定:ding4|你:ni3|不:bu4|喜:xi3|欢:huan1|别:bie2|的:de|东:dong1|西:xi1|了:le|？:,Are you sure you don't like anything else?,2
52314,汤姆关心你。,simplified,汤:tang1|姆:mu3|关:guan1|心:xin1|你:ni3|。:,Tom cares about you.,7-9
52315,你今晚要去见简吗？,simplified,你:ni3|今:jin1|晚:wan3|要:yao4|去:qu4|见:jian4|简:jian3|吗:ma|？:,Are you going to see Jane tonight?,3
52316,我还是不会说法语。,simplified,我:wo3|还:hai2|是:shi4|不:bu2|会:hui4|说:shuo1|法:fa3|语:yu3|。:,I still can't speak French.,2
52317,我快把我的午饭忘了。,simplified,我:wo3|快:kuai4|把:ba3|我:wo3|的:de|午:wu3|饭:fan4|忘:wang4|了:le|。:,I'm about to forget my lunch.,3
52318,你跟你的老板说什么了？,simplified,你:ni3|跟:gen1|你:ni3|的:de|老:lao3|板:ban3|说:shuo1|什:shen2|么:me|了:le|？:,What did you say to your boss?,2
52319,汤姆经常用手机拍照。,simplified,汤:tang1|姆:mu3|经:jing1|常:chang2|用:yong4|手:shou3|机:ji1|拍:pai1|照:zhao4|。:,Tom often takes pictures with his phone.,7-9
52320,我们最好叫醒汤姆。,simplified,我:wo3|们:men|最:zui4|好:hao3|叫:jiao4|醒:xing3|汤:tang1|姆:mu3|。:,We better wake Tom up.,7-9
52321,你最好尽快去做。,neutral,你:ni3|最:zui4|好:hao3|尽:jin3|快:kuai4|去:qu4|做:zuo4|。:,You'd better do it as soon as possible.,3
52322,我能闻到他呼吸中的酒精味。,simplified,我:wo3|能:neng2|闻:wen2|到:dao4|他:ta1|呼:hu1|吸:xi1|中:zhong1|的:de|酒:jiu3|精:jing1|味:wei4|。:,I can smell the alcohol on his breath.,4
52323,真好吃。,neutral,真:zhen1|好:hao3|吃:chi1|。:,It's really delicious.,1
52324,汤姆甚至拒绝听我的建议。,simplified,汤:tang1|姆:mu3|甚:shen4|至:zhi4|拒:ju4|绝:jue2|听:ting1|我:wo3|的:de|建:jian4|议:yi4|。:,Tom even refused to listen to my advice.,7-9
52325,嘿，你的狗刚咬了我。,simplified,嘿:hei1|，:|你:ni3|的:de|狗:gou3|刚:gang1|咬:yao3|了:le|我:wo3|。:,"Hey, your dog just bit me.",7-9
52326,我觉得这没什么好。,simplified,我:wo3|觉:jue2|得:de|这:zhe4|没:mei2|什:shen2|么:me|好:hao3|。:,I don't think this is good.,1
52327,看看这天气会不会持续，会很有意思。,simplified,看:kan4|看:kan4|这:zhe4|天:tian1|气:qi4|会:hui4|不:bu2|会:hui4|持:chi2|续:xu4|，:|会:hui4|很:hen3|有:you3|意:yi4|思:si|。:,It will be interesting to see if this weather lasts.,3
52328,汤姆昨晚看来很健康。,simplified,汤:tang1|姆:mu3|昨:zuo2|晚:wan3|看:kan4|来:lai2|很:hen3|健:jian4|康:kang1|。:,Tom looked quite healthy last night.,7-9
52329,我们要明白汤姆想要什么。,simplified,我:wo3|们:men|要:yao4|明:ming2|白:bai2|汤:tang1|姆:mu3|想:xiang3|要:yao4|什:shen2|么:me|。:,We need to understand what Tom wants.,7-9
52330,那不太好。,neutral,那:na4|不:bu4|太:tai4|好:hao3|。:,That's not very good.,1
52331,你一直努力工作。,neutral,你:ni3|一:yi4|直:zhi2|努:nu3|力:li4|工:gong1|作:zuo4|。:,You have been working hard.,2
52332,每个人都想分一点蛋糕。,neutral,每:mei3|个:ge4|人:ren2|都:dou1|想:xiang3|分:fen1|一:yi4|点:dian3|蛋:dan4|糕:gao1|。:,Everyone wants a piece of the cake.,5
52333,你看见那男人了吗？他是我丈夫。,simplified,你:ni3|看:kan4|见:jian4|那:na4|男:nan2|人:ren2|了:le|吗:ma|？:|他:ta1|是:shi4|我:wo3|丈:zhang4|夫:fu1|。:,Did you see that man? He is my husband.,4
52334,汤姆在努力工作。,simplified,汤:tang1|姆:mu3|在:zai4|努:nu3|力:li4|工:gong1|作:zuo4|。:,Tom is working hard.,7-9
52335,這不是雞毛蒜皮的事。,traditional,這:zhe4|不:bu2|是:shi4|雞:ji1|毛:mao2|蒜:suan4|皮:pi2|的:de|事:shi4|。:,This is not a trivial matter.,7-9
52336,你认为他们跟着我们到这里了吗？,simplified,你:ni3|认:ren4|为:wei2|他:ta1|们:men|跟:gen1|着:zhe|我:wo3|们:men|到:dao4|这:zhe4|里:li3|了:le|吗:ma|？:,Do you think they followed us here?,2
52337,汤姆下国际象棋比我好。,simplified,汤:tang1|姆:mu3|下:xia4|国:guo2|际:ji4|象:xiang4|棋:qi2|比:bi3|我:wo3|好:hao3|。:,Tom is better at chess than I am.,7-9
52338,现在售票。,simplified,现:xian4|在:zai4|售:shou4|票:piao4|。:,Tickets are now on sale.,4
52339,聽，仔細聽。,traditional,聽:ting1|，:|仔:zai3|細:xi4|聽:ting1|。:,"Listen, listen carefully.",5
52340,我的身份证过期了，我该怎么办？,simplified,我:wo3|的:de|身:shen1|份:fen4|证:zheng4|过:guo4|期:qi1|了:le|，:|我:wo3|该:gai1|怎:zen3|么:me|办:ban4|？:,"My ID has expired, what should I do?",3
52341,“什么宠物一直在地板上？”“地毯。”,simplified,“:|什:shen2|么:me|宠:chong3|物:wu4|一:yi4|直:zhi2|在:zai4|地:di4|板:ban3|上:shang4|？:|”:|“:|地:di4|毯:tan3|。:|”:,"""What pet is always on the floor?"" ""A carpet.""",7-9
52342,汤姆知道怎么做那事。,simplified,汤:tang1|姆:mu3|知:zhi1|道:dao4|怎:zen3|么:me|做:zuo4|那:na4|事:shi4|。:,Tom knows how to do that.,7-9
52343,汤姆没有足够的钱付租金。,simplified,汤:tang1|姆:mu3|没:mei2|有:you3|足:zu2|够:gou4|的:de|钱:qian2|付:fu4|租:zu1|金:jin1|。:,Tom doesn't have enough money to pay the rent.,7-9
52344,我为什么要给他钱？,simplified,我:wo3|为:wei4|什:shen2|么:me|要:yao4|给:gei3|他:ta1|钱:qian2|？:,Why should I give him money?,2
52345,我们需要见她。,simplified,我:wo3|们:men|需:xu1|要:yao4|见:jian4|她:ta1|。:,We need to see her.,3
52346,你怎么认为我做不了？,simplified,你:ni3|怎:zen3|么:me|认:ren4|为:wei2|我:wo3|做:zuo4|不:bu4|了:liao3|？:,Why do you think I can't do it?,2
52347,我們軍隊總是被遊擊隊騷擾。,traditional,我:wo3|們:men|軍:jun1|隊:dui4|總:zong3|是:shi4|被:bei4|遊:you2|擊:ji1|隊:dui4|騷:sao1|擾:rao3|。:,Our army is always harassed by guerrillas.,beyond-hsk
52348,他很快就知道了。,neutral,他:ta1|很:hen3|快:kuai4|就:jiu4|知:zhi1|道:dao4|了:le|。:,He found out soon.,1
52349,我注意到她戴着新眼镜。,simplified,我:wo3|注:zhu4|意:yi4|到:dao4|她:ta1|戴:dai4|着:zhe|新:xin1|眼:yan3|镜:jing4|。:,I noticed she was wearing new glasses.,4
52350,你把購物單上的全都檢查過了嗎？,traditional,你:ni3|把:ba3|購:gou4|物:wu4|單:dan1|上:shang4|的:de|全:quan2|都:dou1|檢:jian3|查:cha2|過:guo4|了:le|嗎:ma|？:,Have you checked everything on the shopping list?,4
52351,他向我們提供了幫助。,traditional,他:ta1|向:xiang4|我:wo3|們:men|提:ti2|供:gong1|了:le|幫:bang1|助:zhu4|。:,He offered us help.,4
52352,她照顾可怜的小鸟。,simplified,她:ta1|照:zhao4|顾:gu4|可:ke3|怜:lian2|的:de|小:xiao3|鸟:niao3|。:,She takes care of the poor little bird.,5
52353,父母想给儿子最好的教育。,simplified,父:fu4|母:mu3|想:xiang3|给:gei3|儿:er2|子:zi|最:zui4|好:hao3|的:de|教:jiao4|育:yu4|。:,The parents want to give their son the best education.,3
52354,汤姆坐在玛丽旁边。,simplified,汤:tang1|姆:mu3|坐:zuo4|在:zai4|玛:ma3|丽:li4|旁:pang2|边:bian1|。:,Tom is sitting next to Mary.,beyond-hsk
52355,因为你我们才迟了。,simplified,因:yin1|为:wei4|你:ni3|我:wo3|们:men|才:cai2|迟:chi2|了:le|。:,We were late because of you.,4
52356,我在耕地。,neutral,我:wo3|在:zai4|耕:geng1|地:di4|。:,I am plowing the field.,7-9
52357,他不是英雄。,neutral,他:ta1|不:bu2|是:shi4|英:ying1|雄:xiong2|。:,He is not a hero.,5
52358,我做了很蠢的事。,neutral,我:wo3|做:zuo4|了:le|很:hen3|蠢:chun3|的:de|事:shi4|。:,I did something very foolish.,7-9
52359,我们必须剪头发了。,simplified,我:wo3|们:men|必:bi4|须:xu1|剪:jian3|头:tou2|发:fa4|了:le|。:,We need to get our hair cut.,5
52360,我跟她去过波士顿。,simplified,我:wo3|跟:gen1|她:ta1|去:qu4|过:guo4|波:bo1|士:shi4|顿:dun4|。:,I have been to Boston with her.,6
52361,你那么恨她吗？,simplified,你:ni3|那:na4|么:me|恨:hen4|她:ta1|吗:ma|？:,Do you hate her that much?,5
52362,我睡了个好觉。,simplified,我:wo3|睡:shui4|了:le|个:ge4|好:hao3|觉:jiao4|。:,I had a good sleep.,1
52363,你真是警惕。,neutral,你:ni3|真:zhen1|是:shi4|警:jing3|惕:ti4|。:,You are really alert.,7-9
52364,我要一直做下去。,neutral,我:wo3|要:yao4|一:yi4|直:zhi2|做:zuo4|下:xia4|去:qu4|。:,I want to keep going.,2
52365,我只吃了一口面包。,neutral,我:wo3|只:zhi3|吃:chi1|了:le|一:yi1|口:kou3|面:mian4|包:bao1|。:,I only had a bite of bread.,2
52366,这会打击我们的生意。,simplified,这:zhe4|会:hui4|打:da3|击:ji1|我:wo3|们:men|的:de|生:sheng1|意:yi4|。:,This will hurt our business.,5
