id,sentence,script_type,char_pinyin_pairs
67756,人们必须查看硬币的正反面。,simplified,人:ren2|们:men|必:bi4|须:xu1|查:cha2|看:kan4|硬:ying4|币:bi4|的:de|正:zheng4|反:fan3|面:mian4|。:
67757,你爱我只是因为我是个黑人吗？,simplified,你:ni3|爱:ai4|我:wo3|只:zhi3|是:shi4|因:yin1|为:wei4|我:wo3|是:shi4|个:ge4|黑:hei1|人:ren2|吗:ma|？:
67758,汤姆每天喝啤酒。,simplified,汤:tang1|姆:mu3|每:mei3|天:tian1|喝:he1|啤:pi2|酒:jiu3|。:
67759,你坠入爱河过吗？,simplified,你:ni3|坠:zhui4|入:ru4|爱:ai4|河:he2|过:guo4|吗:ma|？:
67760,你应该试试学点法语。,simplified,你:ni3|应:ying1|该:gai1|试:shi4|试:shi4|学:xue2|点:dian3|法:fa3|语:yu3|。:
67761,我叫汤姆，你呢？,simplified,我:wo3|叫:jiao4|汤:tang1|姆:mu3|，:|你:ni3|呢:ne|？:
67762,她不怎么在乎他不确定的真实性。,neutral,她:ta1|不:bu4|怎:zen3|么:me|在:zai4|乎:hu1|他:ta1|不:bu4|确:que4|定:ding4|的:de|真:zhen1|实:shi2|性:xing4|。:
67763,我的证件丢了。,simplified,我:wo3|的:de|证:zheng4|件:jian4|丢:diu1|了:le|。:
67764,我在等你们。你们什么时候准备好？,simplified,我:wo3|在:zai4|等:deng3|你:ni3|们:men|。:|你:ni3|们:men|什:shen2|么:me|时:shi2|候:hou4|准:zhun3|备:bei4|好:hao3|？:
67765,刻有普京画像和俄罗斯国歌的手机的需求量过大，尽管它们的售价比它们的成本高出十倍，但很容易理解：对于国内富翁来说，虚荣比金钱更重要。,simplified,刻:ke4|有:you3|普:pu3|京:jing1|画:hua4|像:xiang4|和:he2|俄:e2|罗:luo2|斯:si1|国:guo2|歌:ge1|的:de|手:shou3|机:ji1|的:de|需:xu1|求:qiu2|量:liang4|过:guo4|大:da4|，:|尽:jin3|管:guan3|它:ta1|们:men|的:de|售:shou4|价:jia4|比:bi3|它:ta1|们:men|的:de|成:cheng2|本:ben3|高:gao1|出:chu1|十:shi2|倍:bei4|，:|但:dan4|很:hen3|容:rong2|易:yi4|理:li3|解:jie3|：:|对:dui4|于:yu2|国:guo2|内:nei4|富:fu4|翁:weng1|来:lai2|说:shuo1|，:|虚:xu1|荣:rong2|比:bi3|金:jin1|钱:qian2|更:geng4|重:zhong4|要:yao4|。:
67766,蜡近火融化。,neutral,蜡:la4|近:jin4|火:huo3|融:rong2|化:hua4|。:
67767,玛丽亚歇斯底里。,simplified,玛:ma3|丽:li4|亚:ya4|歇:xie1|斯:si1|底:di3|里:li3|。:
67768,你的眼镜最棒了。,simplified,你:ni3|的:de|眼:yan3|镜:jing4|最:zui4|棒:bang4|了:le|。:
67769,一开始他画漫画，他的许多书信—甚至案件档案—都有他画的插图。,simplified,一:yi1|开:kai1|始:shi3|他:ta1|画:hua4|漫:man4|画:hua4|，:|他:ta1|的:de|许:xu3|多:duo1|书:shu1|信:xin4|—:|甚:shen4|至:zhi4|案:an4|件:jian4|档:dang4|案:an4|—:|都:dou1|有:you3|他:ta1|画:hua4|的:de|插:cha1|图:tu2|。:
67770,他是个钢琴家。,simplified,他:ta1|是:shi4|个:ge4|钢:gang1|琴:qin2|家:jia1|。:
67771,不良书籍会对你产生危害。,simplified,不:bu4|良:liang2|书:shu1|籍:ji2|会:hui4|对:dui4|你:ni3|产:chan3|生:sheng1|危:wei1|害:hai4|。:
67772,在植物园里可以找到很多奇怪植物。,neutral,在:zai4|植:zhi2|物:wu4|园:yuan2|里:li3|可:ke3|以:yi3|找:zhao3|到:dao4|很:hen3|多:duo1|奇:qi2|怪:guai4|植:zhi2|物:wu4|。:
67773,正方形同时拥有矩形和菱形的性质。,simplified,正:zheng4|方:fang1|形:xing2|同:tong2|时:shi2|拥:yong1|有:you3|矩:ju3|形:xing2|和:he2|菱:ling2|形:xing2|的:de|性:xing4|质:zhi4|。:
67774,他们是外行。,simplified,他:ta1|们:men|是:shi4|外:wai4|行:hang2|。:
67775,我没告诉任何人。,simplified,我:wo3|没:mei2|告:gao4|诉:su4|任:ren4|何:he2|人:ren2|。:
67776,我知道汤姆和玛丽嫉妒了。,simplified,我:wo3|知:zhi1|道:dao4|汤:tang1|姆:mu3|和:he2|玛:ma3|丽:li4|嫉:ji2|妒:du4|了:le|。:
67777,让我们谈谈你的工作。,simplified,让:rang4|我:wo3|们:men|谈:tan2|谈:tan2|你:ni3|的:de|工:gong1|作:zuo4|。:
67778,她也聋了。,simplified,她:ta1|也:ye3|聋:long2|了:le|。:
67779,汤姆曾试着变好笑。,simplified,汤:tang1|姆:mu3|曾:ceng2|试:shi4|着:zhe|变:bian4|好:hao3|笑:xiao4|。:
67780,她甚至没对我说“早安”。,simplified,她:ta1|甚:shen4|至:zhi4|没:mei2|对:dui4|我:wo3|说:shuo1|“:|早:zao3|安:an1|”:|。:
67781,别再闲聊了。,simplified,别:bie2|再:zai4|闲:xian2|聊:liao2|了:le|。:
67782,那些人在说法语。,simplified,那:na4|些:xie1|人:ren2|在:zai4|说:shuo1|法:fa3|语:yu3|。:
67783,会变得越来越暖和。,simplified,会:hui4|变:bian4|得:de2|越:yue4|来:lai2|越:yue4|暖:nuan3|和:huo|。:
67784,汤姆死后，出于考虑没有人再批评玛利亚了。,simplified,汤:tang1|姆:mu3|死:si3|后:hou4|，:|出:chu1|于:yu2|考:kao3|虑:lv4|没:mei2|有:you3|人:ren2|再:zai4|批:pi1|评:ping2|玛:ma3|利:li4|亚:ya4|了:le|。:
67785,汤姆戴过领带吗？,simplified,汤:tang1|姆:mu3|戴:dai4|过:guo4|领:ling3|带:dai4|吗:ma|？:
67786,那是你的真姓吗？,simplified,那:na4|是:shi4|你:ni3|的:de|真:zhen1|姓:xing4|吗:ma|？:
67787,我们不能再把这个决定拖下去了。,simplified,我:wo3|们:men|不:bu4|能:neng2|再:zai4|把:ba3|这:zhe4|个:ge|决:jue2|定:ding4|拖:tuo1|下:xia4|去:qu4|了:le|。:
67788,他在音乐方面天赋异禀。,simplified,他:ta1|在:zai4|音:yin1|乐:yue4|方:fang1|面:mian4|天:tian1|赋:fu4|异:yi4|禀:bing3|。:
67789,尽管已经发射了信号，但什么反应都没有。,simplified,尽:jin3|管:guan3|已:yi3|经:jing1|发:fa1|射:she4|了:le|信:xin4|号:hao4|，:|但:dan4|什:shen2|么:me|反:fan3|应:ying4|都:dou1|没:mei2|有:you3|。:
67790,这是片干燥地区，几乎是一片荒漠。,neutral,这:zhe4|是:shi4|片:pian4|干:gan1|燥:zao4|地:di4|区:qu1|，:|几:ji1|乎:hu1|是:shi4|一:yi1|片:pian4|荒:huang1|漠:mo4|。:
67791,那是另一种方言，你听起来当然奇怪了。,simplified,那:na4|是:shi4|另:ling4|一:yi1|种:zhong3|方:fang1|言:yan2|，:|你:ni3|听:ting1|起:qi3|来:lai2|当:dang1|然:ran2|奇:qi2|怪:guai4|了:le|。:
67792,这计划如何？,simplified,这:zhe4|计:ji4|划:hua4|如:ru2|何:he2|？:
67793,只要你相信我，就可以赢。,simplified,只:zhi3|要:yao4|你:ni3|相:xiang1|信:xin4|我:wo3|，:|就:jiu4|可:ke3|以:yi3|赢:ying2|。:
67794,玛丽亚在等她儿子回家。,simplified,玛:ma3|丽:li4|亚:ya4|在:zai4|等:deng3|她:ta1|儿:er2|子:zi|回:hui2|家:jia1|。:
67795,你说林堡语吗？,simplified,你:ni3|说:shuo1|林:lin2|堡:bao3|语:yu3|吗:ma|？:
67796,玛丽是个收银员。,simplified,玛:ma3|丽:li4|是:shi4|个:ge4|收:shou1|银:yin2|员:yuan2|。:
67797,别把氨水和漂白剂混在一起。,simplified,别:bie2|把:ba3|氨:an1|水:shui3|和:he2|漂:piao3|白:bai2|剂:ji4|混:hun4|在:zai4|一:yi4|起:qi3|。:
67798,我住在马斯特里赫特。,simplified,我:wo3|住:zhu4|在:zai4|马:ma3|斯:si1|特:te4|里:li3|赫:he4|特:te4|。:
67799,雅妮是个天才。,neutral,雅:ya3|妮:ni1|是:shi4|个:ge4|天:tian1|才:cai2|。:
67800,玛利亚的脸很漂亮。,simplified,玛:ma3|利:li4|亚:ya4|的:de|脸:lian3|很:hen3|漂:piao4|亮:liang4|。:
67801,玛利亚有一张漂亮的脸。,simplified,玛:ma3|利:li4|亚:ya4|有:you3|一:yi1|张:zhang1|漂:piao4|亮:liang4|的:de|脸:lian3|。:
67802,你要是教我日语，我就教你西班牙语。,simplified,你:ni3|要:yao4|是:shi4|教:jiao4|我:wo3|日:ri4|语:yu3|，:|我:wo3|就:jiu4|教:jiao4|你:ni3|西:xi1|班:ban1|牙:ya2|语:yu3|。:
67803,我好累啊。,neutral,我:wo3|好:hao3|累:lei4|啊:a|。:
67804,你好！我叫汤姆。,simplified,你:ni3|好:hao3|！:|我:wo3|叫:jiao4|汤:tang1|姆:mu3|。:
67805,女士们身着晚礼服。,simplified,女:nv3|士:shi4|们:men|身:shen1|着:zhe|晚:wan3|礼:li3|服:fu2|。:
67806,他没玩伴。,neutral,他:ta1|没:mei2|玩:wan2|伴:ban4|。:
67807,阴是阴柔，阳是阳刚。,simplified,阴:yin1|是:shi4|阴:yin1|柔:rou2|，:|阳:yang2|是:shi4|阳:yang2|刚:gang1|。:
67808,汤姆必须去医院。,simplified,汤:tang1|姆:mu3|必:bi4|须:xu1|去:qu4|医:yi1|院:yuan4|。:
67809,我没想让他哭。,simplified,我:wo3|没:mei2|想:xiang3|让:rang4|他:ta1|哭:ku1|。:
67810,每个人都担心。,neutral,每:mei3|个:ge4|人:ren2|都:dou1|担:dan1|心:xin1|。:
67811,艺术难得要死。如果你在傍晚喝一瓶酒，你会觉得轻而易举。第二天早上，在画布前清醒地看待一切，再次将事物无中生有，感觉完全不同。如果我从早上开始绘画，一天剩下的时间里我都是一具行尸走肉。,simplified,艺:yi4|术:shu4|难:nan2|得:de2|要:yao4|死:si3|。:|如:ru2|果:guo3|你:ni3|在:zai4|傍:bang4|晚:wan3|喝:he1|一:yi1|瓶:ping2|酒:jiu3|，:|你:ni3|会:hui4|觉:jue2|得:de|轻:qing1|而:er2|易:yi4|举:ju3|。:|第:di4|二:er4|天:tian1|早:zao3|上:shang4|，:|在:zai4|画:hua4|布:bu4|前:qian2|清:qing1|醒:xing3|地:di4|看:kan4|待:dai4|一:yi1|切:qie4|，:|再:zai4|次:ci4|将:jiang1|事:shi4|物:wu4|无:wu2|中:zhong1|生:sheng1|有:you3|，:|感:gan3|觉:jue2|完:wan2|全:quan2|不:bu4|同:tong2|。:|如:ru2|果:guo3|我:wo3|从:cong2|早:zao3|上:shang4|开:kai1|始:shi3|绘:hui4|画:hua4|，:|一:yi1|天:tian1|剩:sheng4|下:xia4|的:de|时:shi2|间:jian1|里:li3|我:wo3|都:dou1|是:shi4|一:yi1|具:ju4|行:xing2|尸:shi1|走:zou3|肉:rou4|。:
67812,布鲁诺的衣服里全是害虫。,simplified,布:bu4|鲁:lu3|诺:nuo4|的:de|衣:yi1|服:fu2|里:li3|全:quan2|是:shi4|害:hai4|虫:chong2|。:
67813,怎么了，汤姆？如果你不能告诉我，又能告诉谁呢？,simplified,怎:zen3|么:me|了:le|，:|汤:tang1|姆:mu3|？:|如:ru2|果:guo3|你:ni3|不:bu4|能:neng2|告:gao4|诉:su4|我:wo3|，:|又:you4|能:neng2|告:gao4|诉:su4|谁:shui2|呢:ne|？:
67814,我们得依靠自己。,simplified,我:wo3|们:men|得:de2|依:yi1|靠:kao4|自:zi4|己:ji3|。:
67815,这套房子设施便利齐全。,simplified,这:zhe4|套:tao4|房:fang2|子:zi|设:she4|施:shi1|便:bian4|利:li4|齐:qi2|全:quan2|。:
67816,玛丽亚穿着及膝长靴。,simplified,玛:ma3|丽:li4|亚:ya4|穿:chuan1|着:zhe|及:ji2|膝:xi1|长:zhang3|靴:xue1|。:
67817,汤姆想见你，玛丽亚。 他派了一辆专车。,simplified,汤:tang1|姆:mu3|想:xiang3|见:jian4|你:ni3|，:|玛:ma3|丽:li4|亚:ya4|。:|他:ta1|派:pai4|了:le|一:yi1|辆:liang4|专:zhuan1|车:che1|。:
67818,只要把它放回桌子上就行了！,neutral,只:zhi3|要:yao4|把:ba3|它:ta1|放:fang4|回:hui2|桌:zhuo1|子:zi|上:shang4|就:jiu4|行:xing2|了:le|！:
67819,接下来你们想去哪里？,simplified,接:jie1|下:xia4|来:lai2|你:ni3|们:men|想:xiang3|去:qu4|哪:na3|里:li3|？:
67820,你在沉思吗，汤姆？,simplified,你:ni3|在:zai4|沉:chen2|思:si1|吗:ma|，:|汤:tang1|姆:mu3|？:
67821,和以往相比，创新实力正在成为增强竞争力的关键。我们五年后要销售的产品有一半尚未开发。,simplified,和:he2|以:yi3|往:wang3|相:xiang1|比:bi3|，:|创:chuang4|新:xin1|实:shi2|力:li4|正:zheng4|在:zai4|成:cheng2|为:wei2|增:zeng1|强:qiang2|竞:jing4|争:zheng1|力:li4|的:de|关:guan1|键:jian4|。:|我:wo3|们:men|五:wu3|年:nian2|后:hou4|要:yao4|销:xiao1|售:shou4|的:de|产:chan3|品:pin3|有:you3|一:yi2|半:ban4|尚:shang4|未:wei4|开:kai1|发:fa1|。:
67822,我要见妈妈的想法使我心跳漏了半拍。,simplified,我:wo3|要:yao4|见:jian4|妈:ma1|妈:ma1|的:de|想:xiang3|法:fa3|使:shi3|我:wo3|心:xin1|跳:tiao4|漏:lou4|了:le|半:ban4|拍:pai1|。:
67823,昨日雨，今日晴。,neutral,昨:zuo2|日:ri4|雨:yu3|，:|今:jin1|日:ri4|晴:qing2|。:
67824,私人银行像个女孩似的—如果人们过多谈论它，就会损害它的声誉。,simplified,私:si1|人:ren2|银:yin2|行:hang2|像:xiang4|个:ge4|女:nv3|孩:hai2|似:shi4|的:de|—:|如:ru2|果:guo3|人:ren2|们:men|过:guo4|多:duo1|谈:tan2|论:lun4|它:ta1|，:|就:jiu4|会:hui4|损:sun3|害:hai4|它:ta1|的:de|声:sheng1|誉:yu4|。:
67825,你给我看这个干嘛？,simplified,你:ni3|给:gei3|我:wo3|看:kan4|这:zhe4|个:ge|干:gan4|嘛:ma2|？:
67826,狗喝了些水就走了。,neutral,狗:gou3|喝:he1|了:le|些:xie1|水:shui3|就:jiu4|走:zou3|了:le|。:
67827,你好！我叫汤姆。你叫什么？,simplified,你:ni3|好:hao3|！:|我:wo3|叫:jiao4|汤:tang1|姆:mu3|。:|你:ni3|叫:jiao4|什:shen2|么:me|？:
67828,前途一片阴暗。,simplified,前:qian2|途:tu2|一:yi1|片:pian4|阴:yin1|暗:an4|。:
67829,玛丽亚给汤姆准备了一顿毒蘑菇。,simplified,玛:ma3|丽:li4|亚:ya4|给:gei3|汤:tang1|姆:mu3|准:zhun3|备:bei4|了:le|一:yi1|顿:dun4|毒:du2|蘑:mo2|菇:gu1|。:
67830,什么是批判性思维？,simplified,什:shen2|么:me|是:shi4|批:pi1|判:pan4|性:xing4|思:si1|维:wei2|？:
67831,你们在哪找到我的雨伞的？,simplified,你:ni3|们:men|在:zai4|哪:na3|找:zhao3|到:dao4|我:wo3|的:de|雨:yu3|伞:san3|的:de|？:
67832,我一天到晚看电视。,simplified,我:wo3|一:yi1|天:tian1|到:dao4|晚:wan3|看:kan4|电:dian4|视:shi4|。:
67833,我已经三十多了。,simplified,我:wo3|已:yi3|经:jing1|三:san1|十:shi2|多:duo1|了:le|。:
67834,汤姆缺乏灵活性。,simplified,汤:tang1|姆:mu3|缺:que1|乏:fa2|灵:ling2|活:huo2|性:xing4|。:
67835,如果你们不想帮我们可以不用帮。,simplified,如:ru2|果:guo3|你:ni3|们:men|不:bu4|想:xiang3|帮:bang1|我:wo3|们:men|可:ke3|以:yi3|不:bu4|用:yong4|帮:bang1|。:
67836,你好！我叫汤姆。你叫什么呢？,simplified,你:ni3|好:hao3|！:|我:wo3|叫:jiao4|汤:tang1|姆:mu3|。:|你:ni3|叫:jiao4|什:shen2|么:me|呢:ne|？:
67837,我必须努力学习，才能追上其他学生。,simplified,我:wo3|必:bi4|须:xu1|努:nu3|力:li4|学:xue2|习:xi2|，:|才:cai2|能:neng2|追:zhui1|上:shang4|其:qi2|他:ta1|学:xue2|生:sheng1|。:
67838,他喜欢我！—厨师的母鸡说。,simplified,他:ta1|喜:xi3|欢:huan1|我:wo3|！:|—:|厨:chu2|师:shi1|的:de|母:mu3|鸡:ji1|说:shuo1|。:
67839,我父亲的母语是法语，我母亲的是英语。,simplified,我:wo3|父:fu4|亲:qin1|的:de|母:mu3|语:yu3|是:shi4|法:fa3|语:yu3|，:|我:wo3|母:mu3|亲:qin1|的:de|是:shi4|英:ying1|语:yu3|。:
67840,汤姆很可能还在外面。,simplified,汤:tang1|姆:mu3|很:hen3|可:ke3|能:neng2|还:hai2|在:zai4|外:wai4|面:mian4|。:
67841,汤姆在读一篇关于太阳系的文章。,simplified,汤:tang1|姆:mu3|在:zai4|读:du2|一:yi1|篇:pian1|关:guan1|于:yu2|太:tai4|阳:yang2|系:xi4|的:de|文:wen2|章:zhang1|。:
67842,我没钱了。,simplified,我:wo3|没:mei2|钱:qian2|了:le|。:
67843,在我们的城市那，我们非常谨慎地分类收集垃圾。,simplified,在:zai4|我:wo3|们:men|的:de|城:cheng2|市:shi4|那:na4|，:|我:wo3|们:men|非:fei1|常:chang2|谨:jin3|慎:shen4|地:di4|分:fen1|类:lei4|收:shou1|集:ji2|垃:la1|圾:ji1|。:
67844,虽然他是中国人，但他不会说中文。,simplified,虽:sui1|然:ran2|他:ta1|是:shi4|中:zhong1|国:guo2|人:ren2|，:|但:dan4|他:ta1|不:bu2|会:hui4|说:shuo1|中:zhong1|文:wen2|。:
67845,这是个令人担忧的问题。,simplified,这:zhe4|是:shi4|个:ge4|令:ling4|人:ren2|担:dan1|忧:you1|的:de|问:wen4|题:ti2|。:
67846,你不能一次做完所有事。,neutral,你:ni3|不:bu4|能:neng2|一:yi1|次:ci4|做:zuo4|完:wan2|所:suo3|有:you3|事:shi4|。:
67847,汤姆是奥运会游泳运动员。,simplified,汤:tang1|姆:mu3|是:shi4|奥:ao4|运:yun4|会:hui4|游:you2|泳:yong3|运:yun4|动:dong4|员:yuan2|。:
67848,我已经受够了您的不断抱怨。,simplified,我:wo3|已:yi3|经:jing1|受:shou4|够:gou4|了:le|您:nin2|的:de|不:bu4|断:duan4|抱:bao4|怨:yuan4|。:
67849,汤姆有心脏病。,simplified,汤:tang1|姆:mu3|有:you3|心:xin1|脏:zang4|病:bing4|。:
67850,他们什么都不给。,simplified,他:ta1|们:men|什:shen2|么:me|都:dou1|不:bu4|给:gei3|。:
67851,你们打汤姆的小报告了吗？,simplified,你:ni3|们:men|打:da3|汤:tang1|姆:mu3|的:de|小:xiao3|报:bao4|告:gao4|了:le|吗:ma|？:
67852,他躲在窗帘后。,neutral,他:ta1|躲:duo3|在:zai4|窗:chuang1|帘:lian2|后:hou4|。:
67853,“我想坐你的座位。”“如果你想，那我们就换位子吧！”,simplified,“:|我:wo3|想:xiang3|坐:zuo4|你:ni3|的:de|座:zuo4|位:wei4|。:|”:|“:|如:ru2|果:guo3|你:ni3|想:xiang3|，:|那:na4|我:wo3|们:men|就:jiu4|换:huan4|位:wei4|子:zi|吧:ba|！:|”:
67854,蜜蜂可以用它们所谓的舞蹈互相交流。这是种肢体语言。,simplified,蜜:mi4|蜂:feng1|可:ke3|以:yi3|用:yong4|它:ta1|们:men|所:suo3|谓:wei4|的:de|舞:wu3|蹈:dao3|互:hu4|相:xiang1|交:jiao1|流:liu2|。:|这:zhe4|是:shi4|种:zhong3|肢:zhi1|体:ti3|语:yu3|言:yan2|。:
67855,最后我还是习惯了。,simplified,最:zui4|后:hou4|我:wo3|还:hai2|是:shi4|习:xi2|惯:guan4|了:le|。:
67856,她警告过你们了。,simplified,她:ta1|警:jing3|告:gao4|过:guo4|你:ni3|们:men|了:le|。:
67857,别说粗话了！,simplified,别:bie2|说:shuo1|粗:cu1|话:hua4|了:le|！:
67858,那辆电动车不是我的。,simplified,那:na4|辆:liang4|电:dian4|动:dong4|车:che1|不:bu2|是:shi4|我:wo3|的:de|。:
67859,德伦特方言是低地撒克逊地区的一个方言群。,simplified,德:de2|伦:lun2|特:te4|方:fang1|言:yan2|是:shi4|低:di1|地:di4|撒:sa1|克:ke4|逊:xun4|地:di4|区:qu1|的:de|一:yi2|个:ge4|方:fang1|言:yan2|群:qun2|。:
67860,格罗宁根方言快消亡了。,neutral,格:ge2|罗:luo2|宁:ning2|根:gen1|方:fang1|言:yan2|快:kuai4|消:xiao1|亡:wang2|了:le|。:
67861,这是这国家历史上第一次。,simplified,这:zhe4|是:shi4|这:zhe4|国:guo2|家:jia1|历:li4|史:shi3|上:shang4|第:di4|一:yi1|次:ci4|。:
67862,说大声点。,simplified,说:shuo1|大:da4|声:sheng1|点:dian3|。:
67863,我提高了音量。,neutral,我:wo3|提:ti2|高:gao1|了:le|音:yin1|量:liang4|。:
67864,您不需要提高音量。,neutral,您:nin2|不:bu4|需:xu1|要:yao4|提:ti2|高:gao1|音:yin1|量:liang4|。:
67865,你不需要提高你的音量。,neutral,你:ni3|不:bu4|需:xu1|要:yao4|提:ti2|高:gao1|你:ni3|的:de|音:yin1|量:liang4|。:
67866,尊重地回应。,neutral,尊:zun1|重:zhong4|地:di4|回:hui2|应:ying4|。:
67867,我们会用银行转帐付款。,simplified,我:wo3|们:men|会:hui4|用:yong4|银:yin2|行:hang2|转:zhuan3|帐:zhang4|付:fu4|款:kuan3|。:
67868,萨米要求这所房子是他遗产中的一部分。,simplified,萨:sa4|米:mi3|要:yao1|求:qiu2|这:zhe4|所:suo3|房:fang2|子:zi|是:shi4|他:ta1|遗:yi2|产:chan3|中:zhong1|的:de|一:yi1|部:bu4|分:fen4|。:
67869,您可以货到付款，银行转帐或者用汇票付款。,simplified,您:nin2|可:ke3|以:yi3|货:huo4|到:dao4|付:fu4|款:kuan3|，:|银:yin2|行:hang2|转:zhuan3|帐:zhang4|或:huo4|者:zhe3|用:yong4|汇:hui4|票:piao4|付:fu4|款:kuan3|。:
67870,好寒冷啊。,neutral,好:hao3|寒:han2|冷:leng3|啊:a|。:
67871,汤姆很棒。,simplified,汤:tang1|姆:mu3|很:hen3|棒:bang4|。:
67872,这很棒。,neutral,这:zhe4|很:hen3|棒:bang4|。:
67873,汤姆想知道哪里能买到姜黄。,simplified,汤:tang1|姆:mu3|想:xiang3|知:zhi1|道:dao4|哪:na3|里:li3|能:neng2|买:mai3|到:dao4|姜:jiang1|黄:huang2|。:
67874,她从姜黄里提取美丽色彩。,simplified,她:ta1|从:cong2|姜:jiang1|黄:huang2|里:li3|提:ti2|取:qu3|美:mei3|丽:li4|色:se4|彩:cai3|。:
67875,那很棒。,neutral,那:na4|很:hen3|棒:bang4|。:
67876,这里有点寒冷。,neutral,这:zhe4|里:li3|有:you3|点:dian3|寒:han2|冷:leng3|。:
67877,这里有点冷。,neutral,这:zhe4|里:li3|有:you3|点:dian3|冷:leng3|。:
67878,汤姆露齿而笑。,simplified,汤:tang1|姆:mu3|露:lu4|齿:chi3|而:er2|笑:xiao4|。:
67879,我心情很舒畅。,simplified,我:wo3|心:xin1|情:qing2|很:hen3|舒:shu1|畅:chang4|。:
67880,严肃点儿。,simplified,严:yan2|肃:su4|点:dian3|儿:er2|。:
67881,这何尝不是一种解脱？,simplified,这:zhe4|何:he2|尝:chang2|不:bu2|是:shi4|一:yi1|种:zhong3|解:jie3|脱:tuo1|？:
67882,我今天好开心啊。,neutral,我:wo3|今:jin1|天:tian1|好:hao3|开:kai1|心:xin1|啊:a|。:
67883,你知道她名字的含义吗？,simplified,你:ni3|知:zhi1|道:dao4|她:ta1|名:ming2|字:zi4|的:de|含:han2|义:yi4|吗:ma|？:
67884,他喜欢画油画。,neutral,他:ta1|喜:xi3|欢:huan1|画:hua4|油:you2|画:hua4|。:
67885,丙烯颜料很难洗掉！,simplified,丙:bing3|烯:xi1|颜:yan2|料:liao4|很:hen3|难:nan2|洗:xi3|掉:diao4|！:
67886,你得设置一个关键词。,simplified,你:ni3|得:de2|设:she4|置:zhi4|一:yi2|个:ge4|关:guan1|键:jian4|词:ci2|。:
67887,我是语言学专业的。,simplified,我:wo3|是:shi4|语:yu3|言:yan2|学:xue2|专:zhuan1|业:ye4|的:de|。:
67888,我在这所大学学习。,simplified,我:wo3|在:zai4|这:zhe4|所:suo3|大:da4|学:xue2|学:xue2|习:xi2|。:
67889,每年都有新词汇产生。,simplified,每:mei3|年:nian2|都:dou1|有:you3|新:xin1|词:ci2|汇:hui4|产:chan3|生:sheng1|。:
67890,你知道什么是复合词吗？,simplified,你:ni3|知:zhi1|道:dao4|什:shen2|么:me|是:shi4|复:fu4|合:he2|词:ci2|吗:ma|？:
