id,char,codepoint,pinyins_tone3,pinyins_display,gloss_en,examples
18524,陛,U+965B,bi4,bì,the steps to the throne,陛下
18525,陜,U+965C,xia2,xiá,variant of 狹|狭[xia2],
18526,陝,U+965D,shan3,shǎn,abbr. for Shaanxi 陝西|陕西 province,寧陝|寧陝縣|陝北
18527,陞,U+965E,sheng1,shēng,to ascend; to rise (variant of 升[sheng1]),步步高陞
18528,陟,U+965F,zhi4|de2,zhì|dé,to advance,武陟|武陟縣|武陟县
18529,陠,U+9660,pu1|bu1|bu4,pū|bū|bù,,
18530,陡,U+9661,dou3,dǒu,steep,陡削|陡坡|陡壁
18531,院,U+9662,yuan4,yuàn,courtyard,三合院|上海大劇院|上海大剧院
18532,陣,U+9663,zhen4,zhèn,disposition of troops,一小陣兒|一陣|一陣子
18533,除,U+9664,chu2|zhu4|shu1,chú|zhù|shū,to get rid of,三下五除二|乘除|免除
18534,陥,U+9665,xian4,xiàn,Japanese variant of 陷[xian4],
18535,陦,U+9666,dao3,dǎo,,
18536,陧,U+9667,nie4,niè,dangerous,杌陧|阢陧
18537,陨,U+9668,yun3,yǔn,(bound form) to fall from the sky,球粒陨石|陨命|陨坑
18538,险,U+9669,xian3,xiǎn,danger,一切险|不便险|不避艰险
18539,陪,U+966A,pei2,péi,to accompany,三陪小姐|久陪|作陪
18540,陫,U+966B,fei4|pei2,fèi|péi,,
18541,陬,U+966C,zou1|zhe2,zōu|zhé,corner,山陬海澨
18542,陭,U+966D,yi4|yi3,yì|yǐ,,
18543,陮,U+966E,dui4,duì,,
18544,陯,U+966F,lun2|lun4,lún|lùn,,
18545,陰,U+9670,yin1|yin4|an1,yīn|yìn|ān,surname Yin,一命歸陰|一寸光陰一寸金|一寸光陰一寸金，寸金難買寸光陰
18546,陱,U+9671,ju1,jū,,
18547,陲,U+9672,chui2,chuí,frontier,邊陲|边陲
18548,陳,U+9673,chen2|zhen4,chén|zhèn,surname Chen,乏善可陳|五味雜陳|六陳
18549,陴,U+9674,pi2|bi4,pí|bì,parapet,陴縣|陴县
18550,陵,U+9675,ling2,líng,mound,丘陵|中山陵|乾陵
18551,陶,U+9676,tao2|yao2|dao4,táo|yáo|dào,surname Tao,司陶特|奧陶系|奥陶系
18552,陷,U+9677,xian4,xiàn,pitfall,下陷|人類免疫缺陷病毒|人类免疫缺陷病毒
18553,陸,U+9678,lu4|liu4,lù|liù,surname Lu,下陸|下陸區|不著陸飛行
18554,陹,U+9679,sheng1,shēng,,
18555,険,U+967A,xian3,xiǎn,Japanese variant of 險|险,
18556,陻,U+967B,yin1,yīn,variant of 堙[yin1],
18557,陼,U+967C,zhu3|du3,zhǔ|dǔ,islet,
18558,陽,U+967D,yang2,yáng,positive (electric.),中陽|中陽縣|丹陽
18559,陾,U+967E,reng2|er2,réng|ér,sound of stonemason's shovel,
18560,陿,U+967F,xia2,xiá,old variant of 狹|狭[xia2],
18561,隀,U+9680,chong2,chóng,,
18562,隁,U+9681,yan4|yan3,yàn|yǎn,,
18563,隂,U+9682,yin1,yīn,variant of 陰|阴[yin1],
18564,隃,U+9683,shu4|yu2|yao2,shù|yú|yáo,exceed,
18565,隄,U+9684,di1|ti2,dī|tí,variant of 堤[di1],決隄
18566,隅,U+9685,yu2,yú,corner,向隅|向隅而泣|失之東隅，收之桑榆
18567,隆,U+9686,long2|long1,lóng|lōng,surname Long,乾隆|伊普西隆|伊隆·馬斯克
18568,隇,U+9687,wei1,wēi,,
18569,隈,U+9688,wei1,wēi,bay,
18570,隉,U+9689,nie4,niè,dangerous,杌隉|阢隉
18571,隊,U+968A,dui4|zhui4|sui4,duì|zhuì|suì,squadron,一字縱隊|不怕神一樣的對手，就怕豬一樣的隊友|中國人民武裝警察部隊
18572,隋,U+968B,sui2|duo4|tuo3|tuo1,suí|duò|tuǒ|tuō,the Sui dynasty (581–617 AD),隋代|隋唐|隋唐演義
18573,隌,U+968C,an3,ǎn,,
18574,隍,U+968D,huang2,huáng,dry moat,城隍
18575,階,U+968E,jie1,jiē,rank or step,七聲音階|下臺階|中產階級
18576,随,U+968F,sui2,suí,surname Sui,不随意|不随意肌|任随
18577,隐,U+9690,yin3,yǐn,(bound form) secret; hidden; concealed; crypto-,个人隐私|小隐隐于林，大隐隐于市|小隐隐于野，大隐隐于市
18578,隑,U+9691,gai4|gai1|ai2|qi2,gài|gāi|ái|qí,,
18579,隒,U+9692,yan3,yǎn,"the appearance of a mountain, as if two pots were standing one upon the other",
18580,隓,U+9693,hui1|duo4,huī|duò,,
18581,隔,U+9694,ge2|rong3|ji1,gé|rǒng|jī,to separate,一日不見，如隔三秋|一日不见，如隔三秋|一線之隔
18582,隕,U+9695,yun3|yuan2,yǔn|yuán,(bound form) to fall from the sky,球粒隕石|隕命|隕坑
18583,隖,U+9696,wu4,wù,variant of 塢|坞[wu4],
18584,隗,U+9697,kui2|wei3|gui1,kuí|wěi|guī,surname Kui,
18585,隘,U+9698,ai4|e4,ài|è,(bound form) narrow,山隘|心胸狹隘|心胸狭隘
18586,隙,U+9699,xi4,xì,crack,乘隙|仇隙|伺隙
18587,隚,U+969A,tang2,táng,,
18588,際,U+969B,ji4,jì,border,一望無際|不切合實際|不切實際
18589,障,U+969C,zhang4|zhang1,zhàng|zhāng,to block,一葉障目|一叶障目|保障
18590,隝,U+969D,dao3,dǎo,,
18591,隞,U+969E,ao2,áo,"Ao, Shang Dynasty capital (northeast part of modern day Zhengzhou, Henan)",
18592,隟,U+969F,xi4,xì,old variant of 隙[xi4],
18593,隠,U+96A0,yin3,yǐn,Japanese variant of 隱|隐[yin3],
18594,隡,U+96A1,sa4,sà,,
18595,隢,U+96A2,rao3,rǎo,,
18596,隣,U+96A3,lin2,lín,variant of 鄰|邻[lin2],
18597,隤,U+96A4,tui2,tuí,variant of 頹|颓[tui2],
18598,隥,U+96A5,deng4,dèng,,
18599,隦,U+96A6,jiao3|pi2,jiǎo|pí,,
18600,隧,U+96A7,sui4|zhui4,suì|zhuì,tunnel,腕隧道症候群|隧洞|隧道
18601,隨,U+96A8,sui2,suí,surname Sui,不隨意|不隨意肌|任隨
18602,隩,U+96A9,ao4|yu4,ào|yù,bay,
18603,險,U+96AA,xian3|jian3|yan2,xiǎn|jiǎn|yán,danger,一切險|不便險|不避艱險
18604,隫,U+96AB,fen2,fén,,
18605,隬,U+96AC,ni3,nǐ,,
18606,隭,U+96AD,er2,ér,,
18607,隮,U+96AE,ji1,jī,to go up,
18608,隯,U+96AF,dao3,dǎo,,
18609,隰,U+96B0,xi2|xie4,xí|xiè,surname Xi,隰縣|隰县
18610,隱,U+96B1,yin3|yin4,yǐn|yìn,(bound form) secret; hidden; concealed; crypto-,個人隱私|小隱隱於林，大隱隱於市|小隱隱於野，大隱隱於市
18611,隲,U+96B2,zhi4,zhì,,
18612,隳,U+96B3,hui1,huī,destroy,
18613,隴,U+96B4,long3,lǒng,short name for Gansu province 甘肅省|甘肃省[Gan1 su4 Sheng3],儀隴|儀隴縣|得隴望蜀
18614,隵,U+96B5,xi1,xī,,
18615,隶,U+96B6,li4|dai4|yi4|di4,lì|dài|yì|dì,variant of 隸|隶[li4],奴隶|奴隶主|奴隶制
18616,隷,U+96B7,li4,lì,variant of 隸|隶[li4],
18617,隸,U+96B8,li4,lì,(bound form) a person in servitude; low-ranking subordinate,奴隸|奴隸主|奴隸制
18618,隹,U+96B9,zhui1|cui1|wei2,zhuī|cuī|wéi,short-tailed bird,
18619,隺,U+96BA,hu2|he4|que4,hú|hè|què,,
18620,隻,U+96BB,zhi1|huo4,zhī|huò,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",三隻手|別具隻眼|大隻
18621,隼,U+96BC,sun3,sǔn,falcon,擬游隼|拟游隼|棕腹隼鵰
18622,隽,U+96BD,juan4|jun4,juàn|jùn,surname Juan,含味隽永|隽品|隽妙
18623,难,U+96BE,nan2|nan4,nán|nàn,difficult (to...),一寸光阴一寸金，寸金难买寸光阴|一木难支|一言既出，驷马难追
18624,隿,U+96BF,yi4,yì,,
18625,雀,U+96C0,que4|qiao1|qiao3,què|qiāo|qiǎo,a freckle,三趾鴉雀|三趾鸦雀|中國白眉朱雀
18626,雁,U+96C1,yan4,yàn,wild goose,劉賓雁|刘宾雁|加拿大雁
18627,雂,U+96C2,qin2,qín,(bird),
18628,雃,U+96C3,qian1|jie4,qiān|jiè,,
18629,雄,U+96C4,xiong2,xióng,male,一決雌雄|一决雌雄|事實勝於雄辯
18630,雅,U+96C5,ya3|ya1|ya2,yǎ|yā|yá,elegant,一日之雅|不登大雅之堂|不雅
18631,集,U+96C6,ji2,jí,to gather,七十七國集團|七十七国集团|七國集團
18632,雇,U+96C7,gu4|hu4,gù|hù,variant of 雇[gu4],雇主|雇佣|雇凶
18633,雈,U+96C8,huan2,huán,type of owl,
18634,雉,U+96C9,zhi4|kai3|yi3|si4,zhì|kǎi|yǐ|sì,ringed pheasant,四川雉鶉|四川雉鹑|山雉
18635,雊,U+96CA,gou4,gòu,crowing of pheasant,
18636,雋,U+96CB,juan4|jun4|zui4,juàn|jùn|zuì,surname Juan,含味雋永|雋品|雋妙
18637,雌,U+96CC,ci2,cí,female,一決雌雄|一决雌雄|信口雌黃
18638,雍,U+96CD,yong1,yōng,surname Yong,懸雍垂|悬雍垂|時雍
18639,雎,U+96CE,ju1,jū,osprey,
18640,雏,U+96CF,chu2,chú,(bound form) chick; young bird,伏龙凤雏|幼雏|雏儿
18641,雐,U+96D0,hu1,hū,,
18642,雑,U+96D1,za2,zá,Japanese variant of 雜|杂,
18643,雒,U+96D2,luo4,luò,black horse with white mane,
18644,雓,U+96D3,yu2,yú,,
18645,雔,U+96D4,chou2,chóu,,
18646,雕,U+96D5,diao1,diāo,"variant of 雕[diao1], to engrave",一箭双雕|冰雕|凹雕
18647,雖,U+96D6,sui1,suī,although,牡丹雖好，全仗綠葉扶|牡丹雖好，全仗綠葉扶持|牡丹雖好，全憑綠葉扶持
18648,雗,U+96D7,han4,hàn,a white pheasant,
18649,雘,U+96D8,wo4,wò,red earth used for paints,
18650,雙,U+96D9,shuang1,shuāng,surname Shuang,一箭雙鵰|一語雙關|又雙叒叕
18651,雚,U+96DA,guan4|huan2,guàn|huán,(archaic) stork,雚菌
18652,雛,U+96DB,chu2|ju2|ju4,chú|jú|jù,(bound form) chick; young bird,伏龍鳳雛|幼雛|雛兒
18653,雜,U+96DC,za2,zá,mixed,二氧雜芑|五味雜陳|冗雜
18654,雝,U+96DD,yong1,yōng,old variant of 雍[yong1],
18655,雞,U+96DE,ji1,jī,fowl,一人得道，雞犬升天|仔雞|做雞
18656,雟,U+96DF,xi1,xī,sparrow,
18657,雠,U+96E0,chou2,chóu,to collate,仇雠
18658,雡,U+96E1,liu4,liù,,
18659,離,U+96E2,li2|li4|li3|chi1|gu3,lí|lì|lǐ|chī|gǔ,surname Li,三句話不離本行|不即不離|不可分離
18660,難,U+96E3,nan2|nan4|nuo2,nán|nàn|nuó,difficult (to...),一寸光陰一寸金，寸金難買寸光陰|一木難支|一言既出，駟馬難追
18661,雤,U+96E4,xue2,xué,,
18662,雥,U+96E5,za2,zá,,
18663,雦,U+96E6,ji2,jí,,
18664,雧,U+96E7,ji2,jí,,
18665,雨,U+96E8,yu3|yu4,yǔ|yù,rain,一雨成秋|下毛毛雨|下雨
18666,雩,U+96E9,yu2|yu4|xu1,yú|yù|xū,summer sacrifice for rain,
18667,雪,U+96EA,xue3,xuě,surname Xue,一雪前恥|一雪前耻|下雪
18668,雫,U+96EB,na3,nǎ,,
18669,雬,U+96EC,fou3,fǒu,,
18670,雭,U+96ED,se4|xi2,sè|xí,,
18671,雮,U+96EE,mu4,mù,,
18672,雯,U+96EF,wen2,wén,multicolored clouds,蔣雯麗|蒋雯丽
18673,雰,U+96F0,fen1,fēn,misty,雰圍|雰围
18674,雱,U+96F1,pang1|pang2|fang1,pāng|páng|fāng,(literary) (of rainfall or snowfall) heavy,
18675,雲,U+96F2,yun2,yún,surname Yun,三葉星雲|九霄雲外|亮星雲
18676,雳,U+96F3,li4,lì,used in 霹靂|霹雳[pi1 li4],列缺霹雳|晴天霹雳|霹雳
18677,雴,U+96F4,chi4,chì,,
18678,雵,U+96F5,yang1,yāng,,
18679,零,U+96F6,ling2|lian2,líng|lián,zero,一千零一夜|丁零噹啷|丁零当啷
18680,雷,U+96F7,lei2|lei4,léi|lèi,surname Lei,不敢越雷池一步|不越雷池|乾打雷，不下雨
18681,雸,U+96F8,an2,án,,
18682,雹,U+96F9,bao2,báo,hail,冰雹|雹塊|雹块
18683,雺,U+96FA,wu4|meng2,wù|méng,,
18684,電,U+96FB,dian4,diàn,lightning,一號電池|七號電池|三用電表
18685,雼,U+96FC,dang4,dàng,,
18686,雽,U+96FD,hu4|hu1,hù|hū,,
18687,雾,U+96FE,wu4,wù,fog,一头雾水|吞云吐雾|喷雾
18688,雿,U+96FF,diao4,diào,,
18689,需,U+9700,xu1|nuo4|ru2|ruan3,xū|nuò|rú|ruǎn,to require,不時之需|不时之需|亟需
18690,霁,U+9701,ji4,jì,sky clearing up,光风霁月|开霁
18691,霂,U+9702,mu4,mù,used in 霢霂[mai4 mu4],霢霂
18692,霃,U+9703,chen2,chén,,
18693,霄,U+9704,xiao1|xiao4,xiāo|xiào,firmament,九重霄|九霄雲外|九霄云外
18694,霅,U+9705,zha4|zha2|sha4|sa4|yi4,zhà|zhá|shà|sà|yì,surname Zha,
18695,霆,U+9706,ting2,tíng,clap of thunder,大發雷霆|大发雷霆|星流霆擊
18696,震,U+9707,zhen4|shen1,zhèn|shēn,to shake,中國地震台網|中国地震台网|中國地震局
18697,霈,U+9708,pei4,pèi,torrent of rain,
18698,霉,U+9709,mei2,méi,mold,倒血霉|倒霉|倒霉蛋
18699,霊,U+970A,ling2,líng,Japanese variant of 靈|灵,
18700,霋,U+970B,qi1,qī,,
18701,霌,U+970C,zhou1,zhōu,,
18702,霍,U+970D,huo4|he4|suo3,huò|hè|suǒ,surname Huo,伊金霍洛|伊金霍洛旗|埃因霍溫
18703,霎,U+970E,sha4,shà,all of a sudden,一時半霎|一时半霎|一霎
18704,霏,U+970F,fei1,fēi,fall of snow,噶霏
18705,霐,U+9710,hong2,hóng,,
18706,霑,U+9711,zhan1,zhān,variant of 沾[zhan1],
18707,霒,U+9712,yin1,yīn,old variant of 陰|阴[yin1],
18708,霓,U+9713,ni2,ní,Japanese cicada,大旱之望雲霓|大旱之望云霓|大旱望雲霓
18709,霔,U+9714,zhu4,zhù,,
18710,霕,U+9715,tun2,tún,,
18711,霖,U+9716,lin2,lín,continued rain,味霖|張作霖|张作霖
18712,霗,U+9717,ling2,líng,,
18713,霘,U+9718,dong4,dòng,,
18714,霙,U+9719,ying1|yang1,yīng|yāng,sleet,
18715,霚,U+971A,wu4,wù,,
18716,霛,U+971B,ling2,líng,old variant of 靈|灵[ling2],
18717,霜,U+971C,shuang1,shuāng,frost,傲雪凌霜|傲雪欺霜|傲霜凌雪
18718,霝,U+971D,ling2,líng,drops of rain,
18719,霞,U+971E,xia2,xiá,rose-tinted sky or clouds at sunrise or sunset,丹霞|丹霞地貌|丹霞山
18720,霟,U+971F,hong2,hóng,,
18721,霠,U+9720,yin1,yīn,,
18722,霡,U+9721,mai4,mài,old variant of 霢[mai4],
18723,霢,U+9722,mai4,mài,used in 霢霂[mai4 mu4],霢霂
18724,霣,U+9723,yun3,yǔn,rain storm,
18725,霤,U+9724,liu4,liù,dripping of rain from eaves,
18726,霥,U+9725,meng4,mèng,,
18727,霦,U+9726,bin1,bīn,,
18728,霧,U+9727,wu4|meng2,wù|méng,fog,一頭霧水|吞雲吐霧|噴霧
18729,霨,U+9728,wei4,wèi,rising of clouds,
18730,霩,U+9729,kuo4,kuò,variant of 廓[kuo4],
18731,霪,U+972A,yin2,yín,heavy rain,霪雨
18732,霫,U+972B,xi2,xí,Sui-Tang (premodern ethnic group),
18733,霬,U+972C,yi4,yì,,
18734,霭,U+972D,ai3,ǎi,mist,慈霭|暮霭|朝露暮霭
18735,霮,U+972E,dan4,dàn,denseness of clouds,
18736,霯,U+972F,teng4,tèng,,
18737,霰,U+9730,xian4|san3,xiàn|sǎn,graupel,榴霰彈|榴霰弹|霰彈槍
18738,霱,U+9731,yu4,yù,,
18739,露,U+9732,lu4|lou4,lù|lòu,surname Lu,一夜露水|三點全露|三点全露
18740,霳,U+9733,long2,lóng,,
18741,霴,U+9734,dai4,dài,,
18742,霵,U+9735,ji2,jí,,
18743,霶,U+9736,pang1,pāng,,
18744,霷,U+9737,yang2,yáng,,
18745,霸,U+9738,ba4|po4,bà|pò,variant of 霸[ba4],五霸|制霸|吃霸王餐
18746,霹,U+9739,pi1,pī,used in 霹靂|霹雳[pi1 li4] and 霹雷[pi1 lei2],列缺霹靂|列缺霹雳|晴天霹靂
18747,霺,U+973A,wei2,wéi,old variant of 溦[wei1],
18748,霻,U+973B,feng1,fēng,,
18749,霼,U+973C,xi4,xì,,
18750,霽,U+973D,ji4,jì,sky clearing up,光風霽月|開霽
18751,霾,U+973E,mai2|li2,mái|lí,haze,灰霾|煙霾|烟霾
18752,霿,U+973F,meng2|mao4|wu4,méng|mào|wù,,
18753,靀,U+9740,meng2,méng,,
18754,靁,U+9741,lei2,léi,old variant of 雷[lei2],
18755,靂,U+9742,li4,lì,used in 霹靂|霹雳[pi1 li4],列缺霹靂|晴天霹靂|霹靂
18756,靃,U+9743,huo4|sui3|suo3,huò|suǐ|suǒ,,
18757,靄,U+9744,ai3,ǎi,mist,慈靄|暮靄|朝露暮靄
18758,靅,U+9745,fei4,fèi,,
18759,靆,U+9746,dai4,dài,see 靉靆|叆叇[ai4 dai4],靉靆
18760,靇,U+9747,long2|ling2,lóng|líng,,
18761,靈,U+9748,ling2,líng,quick,一靈真性|不靈|二斑百靈
18762,靉,U+9749,ai4|yi3,ài|yǐ,misty,靉靆|靉靉
18763,靊,U+974A,feng1,fēng,,
18764,靋,U+974B,li4,lì,,
18765,靌,U+974C,bao3,bǎo,,
18766,靍,U+974D,he4,hè,,
18767,靎,U+974E,he4,hè,,
18768,靏,U+974F,he4,hè,,
18769,靐,U+9750,bing4,bìng,thunder,
18770,靑,U+9751,qing1,qīng,variant of 青[qing1],
18771,青,U+9752,qing1|jing1,qīng|jīng,"abbr. for 青海[Qing1 hai3], Qinghai Province",不分青紅皂白|不分青红皂白|不問青紅皂白
18772,靓,U+9753,jing4|liang4,jìng|liàng,to make up (one's face),靓仔|靓女|靓妆
18773,靔,U+9754,tian1,tiān,old variant of 天[tian1],
18774,靕,U+9755,zhen1,zhēn,,
18775,靖,U+9756,jing4,jìng,surname Jing,保靖|保靖縣|保靖县
18776,靗,U+9757,cheng1,chēng,,
18777,靘,U+9758,qing4|qing1|jing4,qìng|qīng|jìng,,
18778,静,U+9759,jing4,jìng,still,僻静|冷静|冷静期
18779,靚,U+975A,jing4|liang2,jìng|liáng,to make up (one's face),靚仔|靚女|靚妝
18780,靛,U+975B,dian4,diàn,indigo pigment,山靛|紅橙黃綠藍靛紫|红橙黄绿蓝靛紫
18781,靜,U+975C,jing4,jìng,still,僻靜|冷靜|冷靜期
18782,靝,U+975D,tian1,tiān,old variant of 天[tian1],
18783,非,U+975E,fei1|fei3,fēi|fěi,"abbr. for 非洲[Fei1 zhou1], Africa",不到長城非好漢|不到长城非好汉|並非
18784,靟,U+975F,fei1,fēi,,
18785,靠,U+9760,kao4,kào,to lean against or on,不可靠|依靠|信靠
18786,靡,U+9761,mi2|mi3|ma2,mí|mǐ|má,to waste (money),侈靡|奢靡|委靡
18787,面,U+9762,mian4,miàn,face,一方面|一面|一面之交
18788,靣,U+9763,mian4,miàn,variant of 面[mian4],
18789,靤,U+9764,bao4,bào,,
18790,靥,U+9765,ye4,yè,dimple,笑靥
18791,靦,U+9766,tian3|mian3,tiǎn|miǎn,used in 靦覥|䩄觍[mian3 tian3],靦腆|靦覥
18792,靧,U+9767,hui4,huì,,
18793,靨,U+9768,ye4|yan3,yè|yǎn,dimple,笑靨
18794,革,U+9769,ge2|ji2,gé|jí,animal hide,中國國民黨革命委員會|中国国民党革命委员会|二次革命
18795,靪,U+976A,ding1,dīng,to cobble,補靪|补靪
18796,靫,U+976B,cha2,chá,,
18797,靬,U+976C,qian2|jian1|kan1|han4,qián|jiān|kān|hàn,"see 犂靬[Li2 jian1], Han dynasty name for countries in far West",犁靬|犂靬
18798,靭,U+976D,ren4,rèn,variant of 韌|韧[ren4],
18799,靮,U+976E,di2,dí,reins,
18800,靯,U+976F,du4,dù,,
18801,靰,U+9770,wu4,wù,used in 靰鞡[wu4 la5],靰鞡
18802,靱,U+9771,ren4,rèn,old variant of 韌|韧[ren4],
18803,靲,U+9772,qin2,qín,leather shoes,
18804,靳,U+9773,jin4,jìn,surname Jin,
18805,靴,U+9774,xue1,xuē,boots,掛靴|挂靴|氈靴
18806,靵,U+9775,niu3,niǔ,,
18807,靶,U+9776,ba3|ba4,bǎ|bà,target,打靶|抄靶子|活靶子
18808,靷,U+9777,yin3,yǐn,traces (of a carriage),
18809,靸,U+9778,sa3|ta1,sǎ|tā,children's shoe (old),
18810,靹,U+9779,na4,nà,,
18811,靺,U+977A,mo4|wa4,mò|wà,name of a tribe,
18812,靻,U+977B,zu3,zǔ,,
18813,靼,U+977C,da2,dá,(phonetic),韃靼|鞑靼|韃靼人
18814,靽,U+977D,ban4,bàn,,
18815,靾,U+977E,yi4,yì,,
18816,靿,U+977F,yao4,yào,the leg of a boot or sock,靿子|高靿
18817,鞀,U+9780,tao2,táo,variant of 鼗[tao2],
18818,鞁,U+9781,bei4|bai4|bi4,bèi|bài|bì,horse tack (articles of harness such as saddle and bridle),
18819,鞂,U+9782,jie1,jiē,,
18820,鞃,U+9783,hong2,hóng,a leaning board on carriage,
18821,鞄,U+9784,pao2,páo,to work hides,
18822,鞅,U+9785,yang1|yang4|yang3,yāng|yàng|yǎng,martingale (part of a horse's harness),商鞅|商鞅變法|商鞅变法
18823,鞆,U+9786,bing3,bǐng,,
18824,鞇,U+9787,yin1,yīn,variant of 茵[yin1],
18825,鞈,U+9788,ge2|sa3|ta4,gé|sǎ|tà,,
18826,鞉,U+9789,tao2,táo,old variant of 鼗[tao2],
18827,鞊,U+978A,jie2|ji2,jié|jí,,
18828,鞋,U+978B,xie2|wa1,xié|wā,shoe,上鞋|人字拖鞋|休閒鞋
18829,鞌,U+978C,an1,ān,"An, a place in the area of present-day Jinan, Shandong where in 589 BC there was a battle between the states of Qi 齊國|齐国[Qi2 guo2] and Jin 晉國|晋国[Jin4 guo2]",
18830,鞍,U+978D,an1,ān,variant of 鞍[an1],鞍前馬後|鞍前马后|鞍子
18831,鞎,U+978E,hen2,hén,,
18832,鞏,U+978F,gong3,gǒng,surname Gong,岑鞏|岑鞏縣|曾鞏
18833,鞐,U+9790,qia3,qiǎ,,
18834,鞑,U+9791,da2,dá,Tartar,鞑虏|鞑靼|鞑靼人
18835,鞒,U+9792,qiao2,qiáo,the pommel and cantle of a saddle,
18836,鞓,U+9793,ting1,tīng,,
18837,鞔,U+9794,man2|men4,mán|mèn,,
18838,鞕,U+9795,ying4|bian1,yìng|biān,,
18839,鞖,U+9796,sui1,suī,,
18840,鞗,U+9797,tiao2,tiáo,reins of leather,
18841,鞘,U+9798,qiao4|shao1,qiào|shāo,scabbard; sheath,出鞘|刀鞘|卵鞘
18842,鞙,U+9799,xuan4|juan1,xuàn|juān,fine,
18843,鞚,U+979A,kong4,kòng,(literary) bridle (of a horse),名鞿利鞚|名𩉜利鞚
18844,鞛,U+979B,beng3,běng,,
18845,鞜,U+979C,ta4,tà,,
18846,鞝,U+979D,shang4|zhang3,shàng|zhǎng,variant of 緔|绱[shang4],鞝鞋
18847,鞞,U+979E,bing3|bi4|pi2|bei1,bǐng|bì|pí|bēi,scabbard,
18848,鞟,U+979F,kuo4,kuò,,
18849,鞠,U+97A0,ju1|qu1|qiong1,jū|qū|qiōng,surname Ju,蹴鞠|鞠躬|鞠躬盡力
18850,鞡,U+97A1,la,la,used in 靰鞡[wu4 la5],靰鞡
18851,鞢,U+97A2,xie4|zha2|die2,xiè|zhá|dié,,
18852,鞣,U+97A3,rou2,róu,suede,鞣製|鞣制|鞣質
18853,鞤,U+97A4,bang1,bāng,,
18854,鞥,U+97A5,eng1,ēng,(literary) reins (for a horse),
18855,鞦,U+97A6,qiu1,qiū,used in 鞦韆|秋千[qiu1 qian1],盪鞦韆|鞦韆
18856,鞧,U+97A7,qiu1,qiū,crupper,
18857,鞨,U+97A8,he2|she2|mo4,hé|shé|mò,buskin,
18858,鞩,U+97A9,qiao4,qiào,,
18859,鞪,U+97AA,mu4|mou2,mù|móu,,
18860,鞫,U+97AB,ju1|qu1,jū|qū,to interrogate,
18861,鞬,U+97AC,jian1|jian4,jiān|jiàn,a quiver on a horse,
18862,鞭,U+97AD,bian1,biān,whip or lash,三節鞭|三节鞭|先鞭
18863,鞮,U+97AE,di1,dī,surname Di,
18864,鞯,U+97AF,jian1,jiān,(bound form) saddle blanket,鞍鞯
18865,鞰,U+97B0,wen1,wēn,,
18866,鞱,U+97B1,tao1,tāo,,
18867,鞲,U+97B2,gou1,gōu,variant of 韝[gou1],鞲鞴
18868,鞳,U+97B3,ta4,tà,,
18869,鞴,U+97B4,bei4|fu2|bu4|bai4,bèi|fú|bù|bài,to saddle a horse,鞲鞴
18870,鞵,U+97B5,xie2,xié,variant of 鞋[xie2],
18871,鞶,U+97B6,pan2,pán,large belt,
18872,鞷,U+97B7,ge2,gé,,
18873,鞸,U+97B8,bi4|bing3,bì|bǐng,,
18874,鞹,U+97B9,kuo4,kuò,leather,
18875,鞺,U+97BA,tang1,tāng,,
18876,鞻,U+97BB,lou2,lóu,,
18877,鞼,U+97BC,gui4|hui4,guì|huì,,
18878,鞽,U+97BD,qiao2|qiao1|jue1,qiáo|qiāo|juē,the pommel and cantle of a saddle,
18879,鞾,U+97BE,xue1,xuē,variant of 靴[xue1],
18880,鞿,U+97BF,ji1,jī,(literary) bit (of a horse's bridle),名鞿利鞚
18881,韀,U+97C0,jian1,jiān,variant of 韉|鞯[jian1],
18882,韁,U+97C1,jiang1,jiāng,bridle,名韁利鎖|脫韁|脫韁之馬
18883,韂,U+97C2,chan4,chàn,(bound form) saddle blanket,鞍韂
18884,韃,U+97C3,da2|ta4,dá|tà,Tartar,韃虜|韃靼|韃靼人
18885,韄,U+97C4,hu4,hù,,
18886,韅,U+97C5,xian3,xiǎn,leather girth on horse,
18887,韆,U+97C6,qian1,qiān,used in 鞦韆|秋千[qiu1 qian1],盪鞦韆|鞦韆
18888,韇,U+97C7,du2,dú,,
18889,韈,U+97C8,wa4,wà,variant of 韤|袜[wa4],
18890,韉,U+97C9,jian1,jiān,(bound form) saddle blanket,鞍韉
18891,韊,U+97CA,lan2,lán,,
